qseqid,sseqid,pident,length,similarity_score,uniprot_id
sp|P98179|RBM3_HUMAN,4WII_A,38.776,54,20.93904,P98179
sp|P98179|RBM3_HUMAN,5WPA_A,28.571,54,15.42834,P98179
sp|P98179|RBM3_HUMAN,5WPA_A,38.776,54,20.93904,P98179
sp|P98179|RBM3_HUMAN,2F3J_A,31.081,47,14.60807,P98179
sp|P98179|RBM3_HUMAN,4WIJ_A,29.762,54,16.07148,P98179
sp|P98179|RBM3_HUMAN,4WIJ_A,38.776,54,20.93904,P98179
sp|P98179|RBM3_HUMAN,4LMZ_A,31.081,47,14.60807,P98179
sp|P98179|RBM3_HUMAN,4LMZ_A,29.87,47,14.0389,P98179
sp|P98179|RBM3_HUMAN,2CPH_A,29.487,48,14.15376,P98179
sp|P98179|RBM3_HUMAN,6ELD_A,31.325,52,16.289,P98179
sp|P98179|RBM3_HUMAN,5O2V_A,31.325,52,16.289,P98179
sp|P98179|RBM3_HUMAN,2DNK_A,31.746,40,12.6984,P98179
sp|P98179|RBM3_HUMAN,5LSB_A,27.5,50,13.75,P98179
sp|P98179|RBM3_HUMAN,2DNQ_A,24.719,57,14.08983,P98179
sp|P98179|RBM3_HUMAN,2DO0_A,29.167,46,13.41682,P98179
sp|P98179|RBM3_HUMAN,6G90_R,27.5,50,13.75,P98179
sp|P98179|RBM3_HUMAN,5MQF_P,32.53,52,16.9156,P98179
sp|P98179|RBM3_HUMAN,5D77_A,25.0,46,11.5,P98179
sp|P98179|RBM3_HUMAN,3NNH_A,32.0,46,14.72,P98179
sp|P98179|RBM3_HUMAN,5D78_A,25.0,46,11.5,P98179
sp|P98179|RBM3_HUMAN,2MZR_A,29.167,46,13.41682,P98179
sp|P98179|RBM3_HUMAN,2LKZ_A,35.185,32,11.2592,P98179
sp|P98179|RBM3_HUMAN,4A4Z_A,42.593,31,13.20383,P98179
sp|P98179|RBM3_HUMAN,4YUD_A,26.389,46,12.13894,P98179
sp|P98179|RBM3_HUMAN,1WF1_A,26.506,52,13.78312,P98179
sp|P98179|RBM3_HUMAN,2MHN_A,26.389,46,12.13894,P98179
sp|P98179|RBM3_HUMAN,3ULH_A,31.507,46,14.49322,P98179
sp|P98179|RBM3_HUMAN,4YB1_P,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,4BUJ_A,42.593,31,13.20383,P98179
sp|P98179|RBM3_HUMAN,5LJ3_Y,27.381,51,13.96431,P98179
sp|P98179|RBM3_HUMAN,2XNR_A,25.581,55,14.06955,P98179
sp|P98179|RBM3_HUMAN,3L3C_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,2DK2_A,34.921,40,13.9684,P98179
sp|P98179|RBM3_HUMAN,3IWN_C,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,2KRR_A,29.762,53,15.77386,P98179
sp|P98179|RBM3_HUMAN,2CPX_A,31.169,46,14.33774,P98179
sp|P98179|RBM3_HUMAN,2NZ4_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,6CMN_A,27.381,51,13.96431,P98179
sp|P98179|RBM3_HUMAN,3BO2_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,1FHT_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,1X5O_A,28.571,40,11.4284,P98179
sp|P98179|RBM3_HUMAN,1M5K_C,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,2L41_A,25.301,53,13.40953,P98179
sp|P98179|RBM3_HUMAN,2N3L_A,25.333,48,12.15984,P98179
sp|P98179|RBM3_HUMAN,1URN_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,3K0J_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,1AUD_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,1U6B_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,2XNQ_A,25.581,55,14.06955,P98179
sp|P98179|RBM3_HUMAN,1OIA_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,4C4W_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,2KVI_A,25.301,53,13.40953,P98179
sp|P98179|RBM3_HUMAN,5FJ4_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,2J76_E,29.487,49,14.44863,P98179
sp|P98179|RBM3_HUMAN,5WU6_A,30.556,46,14.05576,P98179
sp|P98179|RBM3_HUMAN,1WI8_A,28.205,49,13.82045,P98179
sp|P98179|RBM3_HUMAN,2E5G_A,38.235,22,8.4117,P98179
sp|P98179|RBM3_HUMAN,1FJC_A,28.571,54,15.42834,P98179
sp|P98179|RBM3_HUMAN,2DNO_A,29.231,41,11.98471,P98179
sp|P98179|RBM3_HUMAN,6F4G_B,40.909,28,11.45452,P98179
sp|P98179|RBM3_HUMAN,4WIK_A,42.0,31,13.02,P98179
sp|P98179|RBM3_HUMAN,2DIS_A,29.412,52,15.29424,P98179
sp|P98179|RBM3_HUMAN,2K3K_A,40.909,28,11.45452,P98179
sp|P98179|RBM3_HUMAN,3VF0_B,24.051,50,12.0255,P98179
sp|P98179|RBM3_HUMAN,3H2U_B,24.051,50,12.0255,P98179
sp|P98179|RBM3_HUMAN,1X5P_A,26.316,36,9.47376,P98179
sp|P98179|RBM3_HUMAN,2DHG_A,29.07,54,15.6978,P98179
sp|P98179|RBM3_HUMAN,3SMZ_A,24.051,50,12.0255,P98179
sp|P98179|RBM3_HUMAN,2CPI_A,25.926,48,12.44448,P98179
sp|P98179|RBM3_HUMAN,3QH6_A,29.487,50,14.7435,P98179
sp|P98179|RBM3_HUMAN,3PGW_A,27.848,48,13.36704,P98179
sp|P98179|RBM3_HUMAN,2RT3_A,23.529,43,10.11747,P98179
sp|P98179|RBM3_HUMAN,2DNL_A,35.0,36,12.6,P98179
sp|P98179|RBM3_HUMAN,2BZ2_A,26.316,36,9.47376,P98179
sp|P98179|RBM3_HUMAN,5K1H_B,31.25,31,9.6875,P98179
sp|P98179|RBM3_HUMAN,2MKI_A,27.941,41,11.45581,P98179
sp|P98179|RBM3_HUMAN,3S8S_A,26.316,48,12.63168,P98179
sp|P98179|RBM3_HUMAN,2DIT_A,29.231,41,11.98471,P98179
sp|P98179|RBM3_HUMAN,6GML_X,26.316,36,9.47376,P98179
sp|P98179|RBM3_HUMAN,6N3D_A,29.231,41,11.98471,P98179
sp|P98179|RBM3_HUMAN,6NSX_A,29.231,41,11.98471,P98179
sp|P98179|RBM3_HUMAN,5A5U_B,31.25,31,9.6875,P98179
sp|P98179|RBM3_HUMAN,1FJE_B,24.675,49,12.09075,P98179
sp|P98179|RBM3_HUMAN,2LXI_A,35.0,25,8.75,P98179
sp|P98179|RBM3_HUMAN,1U2F_A,23.457,46,10.79022,P98179
sp|P98179|RBM3_HUMAN,2HIV_A,29.787,30,8.9361,P98179
sp|P98179|RBM3_HUMAN,2HZC_A,23.457,46,10.79022,P98179
sp|P98179|RBM3_HUMAN,2KRB_A,29.412,32,0.88236,P98179
sp|Q01081|U2AF1_HUMAN,4YH8_A,59.162,80,47.3296,Q01081
sp|Q01081|U2AF1_HUMAN,1JMT_A,99.038,43,42.58634,Q01081
sp|Q01081|U2AF1_HUMAN,2PE8_A,36.508,25,9.127,Q01081
sp|Q01081|U2AF1_HUMAN,5LSO_A,36.508,25,9.127,Q01081
sp|Q01081|U2AF1_HUMAN,6HIP_A,36.508,25,9.127,Q01081
sp|Q01081|U2AF1_HUMAN,2DGT_A,38.182,23,8.78186,Q01081
sp|Q01081|U2AF1_HUMAN,6R5K_D,31.343,34,10.65662,Q01081
sp|Q01081|U2AF1_HUMAN,6R5K_D,26.582,34,9.03788,Q01081
sp|Q01081|U2AF1_HUMAN,2DIT_A,32.692,22,7.19224,Q01081
sp|Q01081|U2AF1_HUMAN,2DNY_A,30.909,23,7.10907,Q01081
sp|Q01081|U2AF1_HUMAN,6N3D_A,32.692,22,7.19224,Q01081
sp|Q01081|U2AF1_HUMAN,3UE2_A,30.909,23,7.10907,Q01081
sp|Q01081|U2AF1_HUMAN,6NSX_A,32.692,22,7.19224,Q01081
sp|Q01081|U2AF1_HUMAN,1SXL_A,31.579,23,7.26317,Q01081
sp|Q01081|U2AF1_HUMAN,2DNP_A,34.091,18,6.13638,Q01081
sp|Q01081|U2AF1_HUMAN,4J5O_A,30.088,47,14.14136,Q01081
sp|Q01081|U2AF1_HUMAN,4OZ0_A,30.088,47,14.14136,Q01081
sp|Q01081|U2AF1_HUMAN,3DXB_A,30.909,23,7.10907,Q01081
sp|Q01081|U2AF1_HUMAN,4F02_A,28.814,24,6.91536,Q01081
sp|Q01081|U2AF1_HUMAN,2LQ5_A,30.088,47,14.14136,Q01081
sp|Q01081|U2AF1_HUMAN,1CVJ_A,28.814,24,6.91536,Q01081
sp|Q01081|U2AF1_HUMAN,4QQB_A,31.579,23,7.26317,Q01081
sp|Q01081|U2AF1_HUMAN,1B7F_A,31.579,23,7.26317,Q01081
sp|Q01081|U2AF1_HUMAN,2IUO_A,28.814,23,6.62722,Q01081
sp|Q01081|U2AF1_HUMAN,3S6E_A,30.088,47,14.14136,Q01081
sp|Q01081|U2AF1_HUMAN,2FY1_A,21.739,29,6.30431,Q01081
sp|Q01081|U2AF1_HUMAN,1WHW_A,28.767,30,8.6301,Q01081
sp|Q01081|U2AF1_HUMAN,4RU2_A,41.463,17,7.04871,Q01081
sp|Q01081|U2AF1_HUMAN,3SXL_A,31.579,23,7.26317,Q01081
sp|Q01081|U2AF1_HUMAN,2CPD_A,36.111,15,5.41665,Q01081
sp|Q01081|U2AF1_HUMAN,1NO8_A,27.5,33,9.075,Q01081
sp|Q01081|U2AF1_HUMAN,4A4Z_A,34.0,21,7.14,Q01081
sp|Q01081|U2AF1_HUMAN,2D9P_A,34.375,13,4.46875,Q01081
sp|Q01081|U2AF1_HUMAN,4BUJ_A,34.0,21,7.14,Q01081
sp|Q01081|U2AF1_HUMAN,3S8S_A,30.12,34,10.2408,Q01081
sp|Q01081|U2AF1_HUMAN,5ELK_A,50.0,8,4.0,Q01081
sp|Q01081|U2AF1_HUMAN,2DH7_A,19.481,28,5.45468,Q01081
sp|Q01081|U2AF1_HUMAN,6N88_A,30.0,17,5.1,Q01081
sp|Q01081|U2AF1_HUMAN,4A8X_A,29.231,25,7.30775,Q01081
sp|Q01081|U2AF1_HUMAN,2MYF_A,34.286,15,5.1429,Q01081
sp|Q01081|U2AF1_HUMAN,3ULH_A,27.5,33,9.075,Q01081
sp|Q01081|U2AF1_HUMAN,2MB0_B,28.333,25,7.08325,Q01081
sp|Q01081|U2AF1_HUMAN,2OSQ_A,25.397,26,0.50794,Q01081
sp|Q01085|TIAR_HUMAN,2MJN_A,89.071,75,66.80325,Q01085
sp|Q01085|TIAR_HUMAN,2MJN_A,26.374,75,19.7805,Q01085
sp|Q01085|TIAR_HUMAN,2MJN_A,34.247,75,25.68525,Q01085
sp|Q01085|TIAR_HUMAN,2MJN_A,27.835,75,20.87625,Q01085
sp|Q01085|TIAR_HUMAN,1X4G_A,96.04,68,65.3072,Q01085
sp|Q01085|TIAR_HUMAN,1X4G_A,30.38,68,20.6584,Q01085
sp|Q01085|TIAR_HUMAN,1X4G_A,33.784,68,22.97312,Q01085
sp|Q01085|TIAR_HUMAN,2DGO_A,91.346,71,64.85566,Q01085
sp|Q01085|TIAR_HUMAN,2DGO_A,28.947,71,20.55237,Q01085
sp|Q01085|TIAR_HUMAN,2DGO_A,27.66,71,19.6386,Q01085
sp|Q01085|TIAR_HUMAN,2DH7_A,98.936,64,63.31904,Q01085
sp|Q01085|TIAR_HUMAN,2DH7_A,30.263,64,19.36832,Q01085
sp|Q01085|TIAR_HUMAN,2DH7_A,30.38,64,19.4432,Q01085
sp|Q01085|TIAR_HUMAN,2CQI_A,100.0,65,65.0,Q01085
sp|Q01085|TIAR_HUMAN,2CQI_A,30.952,65,20.1188,Q01085
sp|Q01085|TIAR_HUMAN,2CQI_A,34.247,65,22.26055,Q01085
sp|Q01085|TIAR_HUMAN,5ITH_A,92.308,66,60.92328,Q01085
sp|Q01085|TIAR_HUMAN,5ITH_A,28.235,66,18.6351,Q01085
sp|Q01085|TIAR_HUMAN,5ITH_A,29.114,66,19.21524,Q01085
sp|Q01085|TIAR_HUMAN,5O3J_A,91.139,58,52.86062,Q01085
sp|Q01085|TIAR_HUMAN,5O3J_A,27.027,58,15.67566,Q01085
sp|Q01085|TIAR_HUMAN,5O3J_A,29.73,58,17.2434,Q01085
sp|Q01085|TIAR_HUMAN,5O2V_A,84.946,69,58.61274,Q01085
sp|Q01085|TIAR_HUMAN,5O2V_A,29.412,69,20.29428,Q01085
sp|Q01085|TIAR_HUMAN,5O2V_A,30.12,69,20.7828,Q01085
sp|Q01085|TIAR_HUMAN,6ELD_A,84.783,66,55.95678,Q01085
sp|Q01085|TIAR_HUMAN,6ELD_A,29.412,66,19.41192,Q01085
sp|Q01085|TIAR_HUMAN,6ELD_A,32.432,66,21.40512,Q01085
sp|Q01085|TIAR_HUMAN,3BS9_A,87.952,61,53.65072,Q01085
sp|Q01085|TIAR_HUMAN,3BS9_A,28.947,61,17.65767,Q01085
sp|Q01085|TIAR_HUMAN,3BS9_A,29.114,61,17.75954,Q01085
sp|Q01085|TIAR_HUMAN,3MD3_A,42.857,64,27.42848,Q01085
sp|Q01085|TIAR_HUMAN,3MD3_A,28.205,64,18.0512,Q01085
sp|Q01085|TIAR_HUMAN,6R5K_D,28.0,95,26.6,Q01085
sp|Q01085|TIAR_HUMAN,6R5K_D,25.984,95,24.6848,Q01085
sp|Q01085|TIAR_HUMAN,6R5K_D,25.907,95,24.61165,Q01085
sp|Q01085|TIAR_HUMAN,6R5K_D,27.907,95,26.51165,Q01085
sp|Q01085|TIAR_HUMAN,5UZ5_F,27.108,73,19.78884,Q01085
sp|Q01085|TIAR_HUMAN,5UZ5_F,21.834,73,15.93882,Q01085
sp|Q01085|TIAR_HUMAN,5UZ5_F,29.114,73,21.25322,Q01085
sp|Q01085|TIAR_HUMAN,5Z58_4,34.831,70,24.3817,Q01085
sp|Q01085|TIAR_HUMAN,5Z58_4,26.596,70,18.6172,Q01085
sp|Q01085|TIAR_HUMAN,5Z58_4,27.083,70,18.9581,Q01085
sp|Q01085|TIAR_HUMAN,1CVJ_A,30.682,73,22.39786,Q01085
sp|Q01085|TIAR_HUMAN,1CVJ_A,37.195,73,27.15235,Q01085
sp|Q01085|TIAR_HUMAN,1CVJ_A,28.125,73,20.53125,Q01085
sp|Q01085|TIAR_HUMAN,1CVJ_A,26.761,73,19.53553,Q01085
sp|Q01085|TIAR_HUMAN,4F02_A,30.682,73,22.39786,Q01085
sp|Q01085|TIAR_HUMAN,4F02_A,37.195,73,27.15235,Q01085
sp|Q01085|TIAR_HUMAN,4F02_A,28.125,73,20.53125,Q01085
sp|Q01085|TIAR_HUMAN,4F02_A,26.761,73,19.53553,Q01085
sp|Q01085|TIAR_HUMAN,1FXL_A,30.065,71,21.34615,Q01085
sp|Q01085|TIAR_HUMAN,1FXL_A,27.485,71,19.51435,Q01085
sp|Q01085|TIAR_HUMAN,1FXL_A,24.638,71,17.49298,Q01085
sp|Q01085|TIAR_HUMAN,1FNX_H,30.719,71,21.81049,Q01085
sp|Q01085|TIAR_HUMAN,1FNX_H,26.901,71,19.09971,Q01085
sp|Q01085|TIAR_HUMAN,1FNX_H,24.638,71,17.49298,Q01085
sp|Q01085|TIAR_HUMAN,4EGL_A,31.373,73,22.90229,Q01085
sp|Q01085|TIAR_HUMAN,4EGL_A,27.485,73,20.06405,Q01085
sp|Q01085|TIAR_HUMAN,4EGL_A,25.333,73,18.49309,Q01085
sp|Q01085|TIAR_HUMAN,4ED5_A,31.373,73,22.90229,Q01085
sp|Q01085|TIAR_HUMAN,4ED5_A,27.485,73,20.06405,Q01085
sp|Q01085|TIAR_HUMAN,4ED5_A,25.333,73,18.49309,Q01085
sp|Q01085|TIAR_HUMAN,2QFJ_A,31.319,70,21.9233,Q01085
sp|Q01085|TIAR_HUMAN,2QFJ_A,25.275,70,17.6925,Q01085
sp|Q01085|TIAR_HUMAN,5X8R_VV,29.67,71,21.0657,Q01085
sp|Q01085|TIAR_HUMAN,5X8R_VV,25.967,71,18.43657,Q01085
sp|Q01085|TIAR_HUMAN,2KXF_A,30.769,70,21.5383,Q01085
sp|Q01085|TIAR_HUMAN,2KXF_A,25.275,70,17.6925,Q01085
sp|Q01085|TIAR_HUMAN,2KXF_A,32.432,70,22.7024,Q01085
sp|Q01085|TIAR_HUMAN,5MMJ_VV,29.67,71,21.0657,Q01085
sp|Q01085|TIAR_HUMAN,5MMJ_VV,25.967,71,18.43657,Q01085
sp|Q01085|TIAR_HUMAN,3MD1_A,46.835,41,19.20235,Q01085
sp|Q01085|TIAR_HUMAN,3MD1_A,27.632,41,11.32912,Q01085
sp|Q01085|TIAR_HUMAN,1B7F_A,28.571,58,16.57118,Q01085
sp|Q01085|TIAR_HUMAN,1B7F_A,22.785,58,13.2153,Q01085
sp|Q01085|TIAR_HUMAN,4QQB_A,28.571,58,16.57118,Q01085
sp|Q01085|TIAR_HUMAN,4QQB_A,22.785,58,13.2153,Q01085
sp|Q01085|TIAR_HUMAN,3SXL_A,28.571,61,17.42831,Q01085
sp|Q01085|TIAR_HUMAN,3SXL_A,22.472,61,13.70792,Q01085
sp|Q01085|TIAR_HUMAN,3UWT_A,29.121,70,20.3847,Q01085
sp|Q01085|TIAR_HUMAN,3UWT_A,24.725,70,17.3075,Q01085
sp|Q01085|TIAR_HUMAN,3UWT_A,32.432,70,22.7024,Q01085
sp|Q01085|TIAR_HUMAN,1X5S_A,41.25,65,26.8125,Q01085
sp|Q01085|TIAR_HUMAN,1X5S_A,30.435,65,19.78275,Q01085
sp|Q01085|TIAR_HUMAN,1X5S_A,27.5,65,17.875,Q01085
sp|Q01085|TIAR_HUMAN,5TBX_A,40.244,66,26.56104,Q01085
sp|Q01085|TIAR_HUMAN,5TBX_A,30.435,66,20.0871,Q01085
sp|Q01085|TIAR_HUMAN,5TBX_A,27.5,66,18.15,Q01085
sp|Q01085|TIAR_HUMAN,2MPU_A,41.25,61,25.1625,Q01085
sp|Q01085|TIAR_HUMAN,2MPU_A,27.586,61,16.82746,Q01085
sp|Q01085|TIAR_HUMAN,2MPU_A,24.638,61,15.02918,Q01085
sp|Q01085|TIAR_HUMAN,4P6Q_A,23.846,72,17.16912,Q01085
sp|Q01085|TIAR_HUMAN,4P6Q_A,26.19,72,18.8568,Q01085
sp|Q01085|TIAR_HUMAN,4P6Q_A,21.893,72,15.76296,Q01085
sp|Q01085|TIAR_HUMAN,4P6Q_A,27.273,72,19.63656,Q01085
sp|Q01085|TIAR_HUMAN,3NMR_A,28.378,40,11.3512,Q01085
sp|Q01085|TIAR_HUMAN,3NMR_A,28.125,40,11.25,Q01085
sp|Q01085|TIAR_HUMAN,2DHS_A,28.289,41,11.59849,Q01085
sp|Q01085|TIAR_HUMAN,2DHS_A,29.688,41,12.17208,Q01085
sp|Q01085|TIAR_HUMAN,3NNC_A,28.289,41,11.59849,Q01085
sp|Q01085|TIAR_HUMAN,3NNC_A,29.688,41,12.17208,Q01085
sp|Q01085|TIAR_HUMAN,4C7Q_A,38.75,57,22.0875,Q01085
sp|Q01085|TIAR_HUMAN,4C7Q_A,30.303,57,17.27271,Q01085
sp|Q01085|TIAR_HUMAN,4C7Q_A,27.632,57,15.75024,Q01085
sp|Q01085|TIAR_HUMAN,4LMZ_A,28.289,69,19.51941,Q01085
sp|Q01085|TIAR_HUMAN,4LMZ_A,27.222,69,18.78318,Q01085
sp|Q01085|TIAR_HUMAN,1UP1_A,24.157,69,16.66833,Q01085
sp|Q01085|TIAR_HUMAN,1UP1_A,25.806,69,17.80614,Q01085
sp|Q01085|TIAR_HUMAN,1HA1_A,24.157,69,16.66833,Q01085
sp|Q01085|TIAR_HUMAN,1HA1_A,25.806,69,17.80614,Q01085
sp|Q01085|TIAR_HUMAN,2DNZ_A,38.462,58,22.30796,Q01085
sp|Q01085|TIAR_HUMAN,2DNZ_A,30.986,58,17.97188,Q01085
sp|Q01085|TIAR_HUMAN,2DNZ_A,26.316,58,15.26328,Q01085
sp|Q01085|TIAR_HUMAN,2UP1_A,24.157,69,16.66833,Q01085
sp|Q01085|TIAR_HUMAN,2UP1_A,25.806,69,17.80614,Q01085
sp|Q01085|TIAR_HUMAN,6DCL_A,24.157,69,16.66833,Q01085
sp|Q01085|TIAR_HUMAN,6DCL_A,25.806,69,17.80614,Q01085
sp|Q01085|TIAR_HUMAN,1L3K_A,24.157,69,16.66833,Q01085
sp|Q01085|TIAR_HUMAN,1L3K_A,25.806,69,17.80614,Q01085
sp|Q01085|TIAR_HUMAN,2LYV_A,24.157,69,16.66833,Q01085
sp|Q01085|TIAR_HUMAN,2LYV_A,25.806,69,17.80614,Q01085
sp|Q01085|TIAR_HUMAN,5EN1_A,24.731,63,15.58053,Q01085
sp|Q01085|TIAR_HUMAN,5EN1_A,26.563,63,16.73469,Q01085
sp|Q01085|TIAR_HUMAN,1PGZ_A,24.157,69,16.66833,Q01085
sp|Q01085|TIAR_HUMAN,1PGZ_A,25.806,69,17.80614,Q01085
sp|Q01085|TIAR_HUMAN,4YOE_A,24.157,69,16.66833,Q01085
sp|Q01085|TIAR_HUMAN,4YOE_A,25.806,69,17.80614,Q01085
sp|Q01085|TIAR_HUMAN,5HO4_A,25.568,60,15.3408,Q01085
sp|Q01085|TIAR_HUMAN,5HO4_A,26.563,60,15.9378,Q01085
sp|Q01085|TIAR_HUMAN,2JRS_A,32.184,61,19.63224,Q01085
sp|Q01085|TIAR_HUMAN,2JRS_A,32.394,61,19.76034,Q01085
sp|Q01085|TIAR_HUMAN,2JRS_A,30.38,61,18.5318,Q01085
sp|Q01085|TIAR_HUMAN,2MKS_A,33.766,61,20.59726,Q01085
sp|Q01085|TIAR_HUMAN,2MKS_A,31.461,61,19.19121,Q01085
sp|Q01085|TIAR_HUMAN,2MKS_A,22.535,61,13.74635,Q01085
sp|Q01085|TIAR_HUMAN,2MB0_B,33.766,61,20.59726,Q01085
sp|Q01085|TIAR_HUMAN,2MB0_B,31.461,61,19.19121,Q01085
sp|Q01085|TIAR_HUMAN,2MB0_B,22.535,61,13.74635,Q01085
sp|Q01085|TIAR_HUMAN,2KU7_A,40.0,58,23.2,Q01085
sp|Q01085|TIAR_HUMAN,2KU7_A,30.556,58,17.72248,Q01085
sp|Q01085|TIAR_HUMAN,2KU7_A,31.169,58,18.07802,Q01085
sp|Q01085|TIAR_HUMAN,3VAF_A,24.444,45,10.9998,Q01085
sp|Q01085|TIAR_HUMAN,2G4B_A,24.444,45,10.9998,Q01085
sp|Q01085|TIAR_HUMAN,3LPY_A,40.0,57,22.8,Q01085
sp|Q01085|TIAR_HUMAN,3LPY_A,30.986,57,17.66202,Q01085
sp|Q01085|TIAR_HUMAN,3LPY_A,31.169,57,17.76633,Q01085
sp|Q01085|TIAR_HUMAN,2KYX_A,40.0,59,23.6,Q01085
sp|Q01085|TIAR_HUMAN,2KYX_A,30.263,59,17.85517,Q01085
sp|Q01085|TIAR_HUMAN,2KYX_A,31.169,59,18.38971,Q01085
sp|Q01085|TIAR_HUMAN,3MDF_A,40.0,59,23.6,Q01085
sp|Q01085|TIAR_HUMAN,3MDF_A,30.263,59,17.85517,Q01085
sp|Q01085|TIAR_HUMAN,3MDF_A,31.169,59,18.38971,Q01085
sp|Q01085|TIAR_HUMAN,4TU7_A,24.444,63,15.39972,Q01085
sp|Q01085|TIAR_HUMAN,4TU7_A,22.667,63,14.28021,Q01085
sp|Q01085|TIAR_HUMAN,4BS2_A,26.712,51,13.62312,Q01085
sp|Q01085|TIAR_HUMAN,4BS2_A,21.774,51,11.10474,Q01085
sp|Q01085|TIAR_HUMAN,2LEA_A,28.696,60,17.2176,Q01085
sp|Q01085|TIAR_HUMAN,2LEA_A,26.316,60,15.7896,Q01085
sp|Q01085|TIAR_HUMAN,2LEA_A,19.355,60,11.613,Q01085
sp|Q01085|TIAR_HUMAN,2CQB_A,40.0,59,23.6,Q01085
sp|Q01085|TIAR_HUMAN,2CQB_A,30.263,59,17.85517,Q01085
sp|Q01085|TIAR_HUMAN,2CQB_A,31.169,59,18.38971,Q01085
sp|Q01085|TIAR_HUMAN,2LA4_A,32.143,43,13.82149,Q01085
sp|Q01085|TIAR_HUMAN,2LA4_A,26.923,43,11.57689,Q01085
sp|Q01085|TIAR_HUMAN,5CA5_A,28.966,63,18.24858,Q01085
sp|Q01085|TIAR_HUMAN,5CA5_A,28.235,63,17.78805,Q01085
sp|Q01085|TIAR_HUMAN,5CA5_A,26.389,63,16.62507,Q01085
sp|Q01085|TIAR_HUMAN,6G90_R,26.404,72,19.01088,Q01085
sp|Q01085|TIAR_HUMAN,6G90_R,24.49,72,17.6328,Q01085
sp|Q01085|TIAR_HUMAN,5LSB_A,26.404,72,19.01088,Q01085
sp|Q01085|TIAR_HUMAN,5LSB_A,24.49,72,17.6328,Q01085
sp|Q01085|TIAR_HUMAN,5K0Y_O,36.986,54,19.97244,Q01085
sp|Q01085|TIAR_HUMAN,5K0Y_O,28.947,54,15.63138,Q01085
sp|Q01085|TIAR_HUMAN,5K0Y_O,29.508,54,15.93432,Q01085
sp|Q01085|TIAR_HUMAN,1P1T_A,37.333,61,22.77313,Q01085
sp|Q01085|TIAR_HUMAN,1P1T_A,26.966,61,16.44926,Q01085
sp|Q01085|TIAR_HUMAN,1P1T_A,25.0,61,15.25,Q01085
sp|Q01085|TIAR_HUMAN,6FF4_1,30.986,69,21.38034,Q01085
sp|Q01085|TIAR_HUMAN,6FF4_1,26.027,69,17.95863,Q01085
sp|Q01085|TIAR_HUMAN,6FF4_1,25.352,69,17.49288,Q01085
sp|Q01085|TIAR_HUMAN,2FY1_A,35.556,64,22.75584,Q01085
sp|Q01085|TIAR_HUMAN,2FY1_A,34.444,64,22.04416,Q01085
sp|Q01085|TIAR_HUMAN,2FY1_A,22.368,64,14.31552,Q01085
sp|Q01085|TIAR_HUMAN,2KN4_A,32.911,54,17.77194,Q01085
sp|Q01085|TIAR_HUMAN,2KN4_A,26.316,54,14.21064,Q01085
sp|Q01085|TIAR_HUMAN,2KN4_A,20.69,54,11.1726,Q01085
sp|Q01085|TIAR_HUMAN,2KXN_B,36.0,40,14.4,Q01085
sp|Q01085|TIAR_HUMAN,2KXN_B,25.301,40,10.1204,Q01085
sp|Q01085|TIAR_HUMAN,1X5T_A,36.709,58,21.29122,Q01085
sp|Q01085|TIAR_HUMAN,1X5T_A,25.0,58,14.5,Q01085
sp|Q01085|TIAR_HUMAN,1X5T_A,30.159,58,17.49222,Q01085
sp|Q01085|TIAR_HUMAN,2RRB_A,36.0,38,13.68,Q01085
sp|Q01085|TIAR_HUMAN,2RRB_A,24.324,38,9.24312,Q01085
sp|Q01085|TIAR_HUMAN,5MQF_OO,40.0,59,23.6,Q01085
sp|Q01085|TIAR_HUMAN,5MQF_OO,29.87,59,17.6233,Q01085
sp|Q01085|TIAR_HUMAN,5MQF_OO,31.169,59,18.38971,Q01085
sp|Q01085|TIAR_HUMAN,2RRA_A,36.0,40,14.4,Q01085
sp|Q01085|TIAR_HUMAN,2RRA_A,24.691,40,9.8764,Q01085
sp|Q01085|TIAR_HUMAN,2XS5_A,42.105,46,19.3683,Q01085
sp|Q01085|TIAR_HUMAN,2XS5_A,29.87,46,13.7402,Q01085
sp|Q01085|TIAR_HUMAN,2XS5_A,31.915,46,14.6809,Q01085
sp|Q01085|TIAR_HUMAN,5GVQ_A,34.884,61,21.27924,Q01085
sp|Q01085|TIAR_HUMAN,5GVQ_A,35.526,61,21.67086,Q01085
